,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
92776,92777,B007FU9Z18,A1A87C7E8W4W66,"Leonard Mayer ""Instructor""",0,0,1,1348012800,Taste Terrible,"I bought this product because I thought I would get a granola that I can cook with milk. However, it has consistency of hard candy: it sticks together in clusters. It does not have a pleasant taste. I would not recommend this product as a health food. It also costs too much for shipping and handling. The seller did accept a return of unused unopened bags of product. The seller promptly refunded for unused product."
485044,485045,B000EVG87Y,AOS3JKZ3AU18Q,Abe,0,3,1,1252800000,Abject failure,"The package says ""Chicken Flavored Gravy Mix"", but this is neither chicken, flavored, nor gravy.  I suppose the word ""mix"" is still appropriate.<br /><br />It has the appearance of jenkem and the smell of fish food flakes.  I can't believe I wasted the rest of my potato flakes on this stuff.  Now what will I eat."
97971,97972,B0002MLA5K,A3TVZM3ZIXG8YW,christopher hayes,18,24,1,1291420800,"Filler food is empty, leaves your cat always needing more","This review will make me sound really stupid, but whatever. I don't really care as long as people find out what's real and can avoid my mistakes.<br /><br />I got my wonderful little sweet Bella Bean when she was a few days shy of three years old. She had been bounced around from house to house and eating whatever was cheap. I have had cats around me my entire life, for about twenty-five years now. My mother always just fed them whatever, the kinds of food you buy in the supermarket - Friskies, Nine Lives, Kit & Kaboodle, stuff like that. And our cats were always fine, at least in terms of their eating habits. They would eat in the morning, stop when they were done, come back, and eat some more when they got hungry.<br /><br />My housemate at the time was working for Hill's and assured me that this was the best food ever made, so great, so on and so forth. I now know that she is an utter buffoon, but I initially trusted her judgment, which is so unfortunate because she doesn't think. She also had plenty of coupons for free or deeply discounted bags, which made it a much more attractive choice.<br /><br />I first tried feeding the little Bean an unmeasured amount of Science Diet in a bowl, but that didn't work, as she would devour it in one sitting. So then I took to measuring it, and she did the same thing. Then I started parsing it out to twice a day. That didn't work either, because she would start going crazy in the middle of the day, running around, intentionally destroying things, deliberately spilling her water, crying, etc., until she got more food. So then I split it into three servings. Same thing. Then it got to be four servings. That was a little better, but it was too much maintenance and unrealistic to be around every day to feed her four times. So then it went back to three. All the while, I was trying to reduce the amount of food I was feeding her to less than 3/4 of a cup because she was a little chubby. Reducing was hell. She became even more hungry, but I figured she would get used to it. Not really.<br /><br />For over a year, she would wake me up every morning looking for food in a serious way, knocking things off my desk, ripping up any paper she could find, scratching at the door and committing general acts of mischief. As soon as she got food, she was back to her sweet self, but only for three or four hours.<br /><br />We thought she was bored, we thought she was a little nutty, and maybe even had a kitty eating disorder. She always wanted food. It was kind of funny but in the end it was just sad.<br /><br />A few weeks back, we took her to a new (good, non-money factory) vet for her second checkup since I've had her. I talked with him about her being always hungry. He asked what she ate, and I told him the adult indoor Science Diet. Without saying as much, he basically told me that this food is garbage and I should look for something else. He said cat food should have a protein followed by a carbohydrate as the first two ingredients. Science Diet does, in a very loose, by-product kind of way - ground up slaughterhouse leftovers and corn dust. Then they put a bunch of vitamins in it to make it ""healthy,"" instead of just using good ingredients from the beginning. Not that I care about spending money on the Bean, but this food is way too expensive for what it is.<br /><br />So we began transitioning her onto Wellness indoor formula about two weeks ago. She is still eating 50 percent Science Diet with 50 percent Wellness (you really shouldn't just give a cat different food one day out of the blue) but SHE NEVER FREAKS OUT ANYMORE. It's amazing. And it's 100 percent because she is eating real food now, along with that sawdust and chicken hearts I still regrettable have to feed her. We have her down to eating twice a day, only 1/3 cup in TOTAL. She was eating three times a day, 5/8 of a cup in total. Now she eats some in the morning, walks away, eats some more a few hours later, and then looks for dinner about twelve hours after her initial feeding. No more knocking things over, no more trashing Dad's papers on the desk, no more howling, no more deliberately spilled water on the floor. It's incredible.<br /><br />I feel so bad that I was doing this to her for so long. We really thought she was just being dramatic or whatever. But no, she was genuinely hungry because she wasn't eating any real food.<br /><br />Do your cat a favor - buy her or him so food made with real ingredients, things you would eat - Wellness, Halo, Innova, Evo, whatever. Figure it out for yourself, but please don't feed your cat this. It's garbage."
377909,377910,B002GJ9JY6,A3O2HIL5V8KY75,Leigh,0,0,5,1343088000,Love it!,"I decided to try PB2 after hearing a couple friends talking about it.  I'm so glad I did. PB2 has a nice peanut flavor without all the fat and calories. I add it to my weight-loss shakes for a little extra flavor.  It's also good stirred into muffin or pancake mixes, or sprinkled on top of greek yogurt and eaten with a apple.  I don't really reconstitute it--I just use it to get the peanut flavor without all the calories.  Great product!"
143285,143286,B0007A0AQM,A1YS4ZYEL0K3G1,"The Mouse ""Cathy""",0,0,5,1329436800,My dog loves these,"My dog has a very sensitive tummy, but I use these for training all the time and they don't bother him.  The price is great.  MUCH less than from the local pet store."
482978,482979,B001PB4LR6,A14IQUE4UO2YBT,"Robert K. Zaring ""bargain reader""",4,4,5,1324771200,Great source for Brazil Nuts,"I wanted to include Brazil nuts in my diet for their mineral content, especially Selenium, but couldn't find any in any grocery store in town.  I bought these on line.  They were very fresh, tasty, and at a reasonable price."
166211,166212,B001CWV4RS,A224I5WR8UQDDC,Megan Ellinger,0,0,5,1285891200,Delicious,My daughter is gluten/casein free and these are our standard lunchbox snack.  Foods can be limited since most schools won't allow you to pack peanut products in lunchboxes due to peanut allergies in other children.  The Glutino Pretzels are the perfect thing.<br /><br />The taste is very close to a regular pretzel--perhaps more like a slightly stale regular pretzel.<br /><br />The subscribe and save option here on amazon makes these significantly less expensive than they are in stores.
419012,419013,B00622CYW2,A2C6XDFTMV1GKS,chad388,0,0,5,1304208000,Wonderful !!,"My 11 month old daughter has eaten this variety for the past several months and just loves them. These come in great flavor varieties and she loves them all. The consistency is fine for beginning eaters, just starting stage 2 foods. This is a great way to incorporate cereal together with fruit on the go, without having to mess with mixing formula and dry cereal."
91990,91991,B004YV80O4,A2UOLBX7155MY3,K. Baker,0,0,5,1314576000,love it!,"I love velveeta's macaroni and cheese and this is pretty much that with added seasonings and adding your own hamburger. It fed two adults and we even had some leftover for lunch. Took 20-30 minutes to cook, but was very easy. It's rich and very filling. I would get again and will certainly be trying the other skillet dinners they are offering."
159811,159812,B005VOONLW,A18IZ3RTL9SD4V,K Sprite,0,2,5,1340236800,Much love for One Love Coffee,"This product has a surprise taste and I truly wonder why nobody has thought of this before.  It's the best of both coffee and tea in one infusion. It's got the best of everything in terms of convenience, taste, and triple bottom line. Here's what I love about it:<br /><br />TASTE:  The rich earthy depth of Arabica coffee infused with exotic overtones of berries and flowers. It's simply divine.<br /><br />CONVENIENCE: Each pouch is individually wrapped to preserve the aromatics, and the drink is steeped like tea, so there is no need for a press or coffee maker.<br /><br />ECO Friendly:  The coffee is 100% organic and fair trade. What's not to love about that?<br /><br />CHARITABLE: A portion of the proceeds of this beverage go to charity to promote youth soccer programs<br /><br />All in all this is a delicious, convenient yummy beverage and a new favorite in our home!<br /><br />Our other favorite is <a href=""http://www.amazon.com/gp/product/B0027CNY7U"">Guayaki Traditional Mate Tea Bags, 75-count</a>"
428209,428210,B0006GWXYE,A1C6X3U70W8CTP,kelaine,2,2,2,1326326400,Much smaller than I expected,"This ""tower"" was a lot smaller than I was expecting. And you didn't get many chocolates. Not great value, wouldn't order again."
491865,491866,B000FBQ4YU,A2PTYCTQMJYDYW,Jack&Ennis,1,1,5,1228521600,Best Cookie in the World,This is without a doubt the most incredibly addictive packaged cookie in the world. The dark chocolate dipping at one end is a great contrast to the rolled wafer of the cookie itself. Why did I ever buy a whole case! Bless Amazon for carrying the Bahlsen line of fabulous cookies because it is not available in Montana.
